augmented,original,category
"Since the late ’90s, I’ve been building my own crazy custom PCs—Frankenstein monsters full of wires, tubes, and liquid cooling systems crafted from sardine cans, all usually packed into a wooden crate! You know, that kind of thing!","Since the late 90's, I have always built my own crazy custom PC, Frankenstein monsters full of wires and tubes and liquid cooling made out of sardine cans, the whole of which generally enclosed in a wooden crate of some sort. This kind of things :",1
"Since the late 1990s, I have been building my own highly customized PCs, featuring a chaotic assembly of wires, tubes, and DIY liquid cooling systems, often made from sardine cans, usually encased in a wooden crate.","Since the late 90's, I have always built my own crazy custom PC, Frankenstein monsters full of wires and tubes and liquid cooling made out of sardine cans, the whole of which generally enclosed in a wooden crate of some sort. This kind of things :",1
"In 2006, I conceived the idea of designing a refined, compact, aesthetically pleasing, and marketable version of my custom creations.","In 2006, I had the idea to design a polished, compact, easy on the eye, sellable version of my creations.",1
"In 2006, I came up with the idea to make a polished, compact, good-looking, and sellable version of my builds.","In 2006, I had the idea to design a polished, compact, easy on the eye, sellable version of my creations.",1
"In 2006, I had a breakthrough idea: to turn my wild custom builds into a polished, compact, eye-catching, and sellable version!","In 2006, I had the idea to design a polished, compact, easy on the eye, sellable version of my creations.",1
"In 2006, I had the idea to create a more refined, compact, visually appealing, and marketable version of my custom creations.","In 2006, I had the idea to design a polished, compact, easy on the eye, sellable version of my creations.",1
I spent a year working with 3D modeling software and developed a complete line of wooden computers.,"I worked for a year with 3D modeling softwares, and I came up with a full range of wooden computers.",1
I spent a year using 3D modeling software and came up with a whole range of wooden computers.,"I worked for a year with 3D modeling softwares, and I came up with a full range of wooden computers.",1
"After a year of working with 3D modeling software, I created an entire range of amazing wooden computers!","I worked for a year with 3D modeling softwares, and I came up with a full range of wooden computers.",1
"Over the course of a year, I used 3D modeling software to design and develop a full range of wooden computers.","I worked for a year with 3D modeling softwares, and I came up with a full range of wooden computers.",1
"In June 2007, with just my backpack and €4,000 in savings, I traveled to China with my project and designs in hand.","In June 2007, I took my backpack and the mere 4000 Euros of savings I had, and I went to China with my project and my designs.",1
"In June 2007, I grabbed my backpack and the 4,000 Euros I had saved up, and headed to China with my project and designs.","In June 2007, I took my backpack and the mere 4000 Euros of savings I had, and I went to China with my project and my designs.",1
"In June 2007, with nothing but my backpack and 4,000 Euros of savings, I took a leap and went to China with my project and designs in tow!","In June 2007, I took my backpack and the mere 4000 Euros of savings I had, and I went to China with my project and my designs.",1
"In June 2007, carrying only my backpack and €4,000 in savings, I traveled to China with my project and designs.","In June 2007, I took my backpack and the mere 4000 Euros of savings I had, and I went to China with my project and my designs.",1
"I discovered a small workshop in the countryside of Tianjin, where I had several prototypes of my wooden computers produced.","I found a little workshop in the Tianjin countryside, where I had several prototypes of my wooden computers made.",1
I found a little workshop in the Tianjin countryside and had a few prototypes of my wooden computers made there.,"I found a little workshop in the Tianjin countryside, where I had several prototypes of my wooden computers made.",0
"I came across a quaint workshop in the Tianjin countryside, where I had the first prototypes of my wooden computers brought to life!","I found a little workshop in the Tianjin countryside, where I had several prototypes of my wooden computers made.",1
"I located a small workshop in the Tianjin countryside, where I had multiple prototypes of my wooden computers manufactured.","I found a little workshop in the Tianjin countryside, where I had several prototypes of my wooden computers made.",1
"In 2008, LDLC, a prominent French IT hardware retailer, placed a pre-order for 30 units.","In 2008, LDLC, a major French IT hardware selling store, pre-ordered 30 units.",1
"In 2008, LDLC, a big French IT store, pre-ordered 30 units.","In 2008, LDLC, a major French IT hardware selling store, pre-ordered 30 units.",1
"In 2008, LDLC, one of the biggest French IT hardware stores, pre-ordered 30 units—an exciting milestone!","In 2008, LDLC, a major French IT hardware selling store, pre-ordered 30 units.",1
"In 2008, LDLC, a leading French IT hardware retailer, pre-ordered 30 units.","In 2008, LDLC, a major French IT hardware selling store, pre-ordered 30 units.",1
"Unfortunately, just before the 2008 financial crisis hit, LDLC retracted and canceled their pre-order due to the economic downturn.","That was just before the 2008 financial super-crisis struck, which unfortunately made them retract and cancel their pre-order.",1
"That was right before the 2008 financial crisis hit, and sadly, they had to pull back and cancel their pre-order.","That was just before the 2008 financial super-crisis struck, which unfortunately made them retract and cancel their pre-order.",1
"Just before we could celebrate, the 2008 financial crisis hit, and unfortunately, LDLC had to retract and cancel their pre-order.","That was just before the 2008 financial super-crisis struck, which unfortunately made them retract and cancel their pre-order.",1
"Shortly before the 2008 financial crisis unfolded, LDLC retracted and canceled their pre-order due to the economic challenges at the time.","That was just before the 2008 financial super-crisis struck, which unfortunately made them retract and cancel their pre-order.",0
"The depletion of my limited savings could not withstand this significant setback, and I was forced to abandon the project.",The exhaustion of my poor savings did not survive this hard blow and I abandoned the project.,1
"My savings couldn’t survive the hit, and I had to give up on the project.",The exhaustion of my poor savings did not survive this hard blow and I abandoned the project.,0
"After this tough blow, my savings were exhausted, and sadly, I had to let go of the project.",The exhaustion of my poor savings did not survive this hard blow and I abandoned the project.,1
The exhaustion of my savings due to this major setback left me no choice but to abandon the project.,The exhaustion of my poor savings did not survive this hard blow and I abandoned the project.,1
"After many trials, iterations, evaluations and improvements, I finally developed the current machine, which meets my expectations: a sleek, compact, powerful and silent PC unlike anything you've ever seen.","Many attempts, prototypes, tests and solutions later, I came up with the current machine, which is stable and what I wanted it to be : an elegant, compact, powerful and silent PC like nothing you've ever seen.",1
"After a lot of trial and error, tinkering, and tweaking, I finally built the machine I dreamed of: a sleek, small, strong and quiet PC that's unlike anything you've ever seen.","Many attempts, prototypes, tests and solutions later, I came up with the current machine, which is stable and what I wanted it to be : an elegant, compact, powerful and silent PC like nothing you've ever seen.",1
"After many trials, iterations, experiments and improvements, I finally created the machine I dreamed of: a sleek, compact, powerful and silent PC that will blow your mind with its performance and design.","Many attempts, prototypes, tests and solutions later, I came up with the current machine, which is stable and what I wanted it to be : an elegant, compact, powerful and silent PC like nothing you've ever seen.",1
"After many trials, iterations, experiments and improvements, I finally created the machine I envisioned: a sleek, compact, powerful and silent PC that is unlike anything you've ever seen.","Many attempts, prototypes, tests and solutions later, I came up with the current machine, which is stable and what I wanted it to be : an elegant, compact, powerful and silent PC like nothing you've ever seen.",1
"I require funding to: build a new prototype of the machine for demonstration purposes and distribute it to journalists and specialized sites for promotion; register a company; commission a market study; create a commercial website; obtain CE and FCC certifications; design packaging illustrations; develop custom-sized packaging to protect the PC during transportation; write and print a user manual; advertise the product; hire an accountant; and explore new models and ideas, with additional needs likely to arise.",I need funds to : Build a new specimen of the machine as a demo and then send it to journalists and specialized sites for promotion; Register a company; Order a market study; Build a commercial website; Pass the CE and FCC certifications;  Design the packaging illustration; Protect the PC during transportation (custom sized packaging and protections); Write and print a user manual; Advertise the product; Hire an accountant; Develop new models and new ideas; Probably many other things will arise.,1
I need funds to: build a demo version of the machine and send it to journalists and tech sites for promotion; register a company; order a market study; create a commercial website; get CE and FCC certifications; design the packaging; protect the PC during shipping; write and print a user manual; advertise the product; hire an accountant; come up with new models and ideas—and probably deal with a lot more things along the way.,I need funds to : Build a new specimen of the machine as a demo and then send it to journalists and specialized sites for promotion; Register a company; Order a market study; Build a commercial website; Pass the CE and FCC certifications;  Design the packaging illustration; Protect the PC during transportation (custom sized packaging and protections); Write and print a user manual; Advertise the product; Hire an accountant; Develop new models and new ideas; Probably many other things will arise.,1
I’m looking for funds to: build a brand-new prototype of the machine to send to journalists and specialized sites for promotion; register the company; commission a market study; launch a commercial website; pass CE and FCC certifications; design stunning packaging; create custom-sized packaging to protect the PC during shipping; write and print a user manual; advertise the product; hire an accountant; develop exciting new models and ideas—and tackle whatever else comes up!,I need funds to : Build a new specimen of the machine as a demo and then send it to journalists and specialized sites for promotion; Register a company; Order a market study; Build a commercial website; Pass the CE and FCC certifications;  Design the packaging illustration; Protect the PC during transportation (custom sized packaging and protections); Write and print a user manual; Advertise the product; Hire an accountant; Develop new models and new ideas; Probably many other things will arise.,1
I need funding to: create a demo version of the machine and send it to journalists and specialized websites for promotion; officially register a company; conduct a market study; build a commercial website; acquire CE and FCC certifications; design packaging illustrations; create custom-sized packaging to protect the PC during transit; write and print a user manual; advertise the product; hire an accountant; develop new models and ideas; and address other needs that may arise.,I need funds to : Build a new specimen of the machine as a demo and then send it to journalists and specialized sites for promotion; Register a company; Order a market study; Build a commercial website; Pass the CE and FCC certifications;  Design the packaging illustration; Protect the PC during transportation (custom sized packaging and protections); Write and print a user manual; Advertise the product; Hire an accountant; Develop new models and new ideas; Probably many other things will arise.,1
"Organizations supporting XCP-NG include: Vates (editor of Xen Orchestra); Zentific; and your company, if you choose to sponsor it!",People behind XCP-NG. Companies:  Vates (Xen Orchestra editor) ; Zentific ; Your company if you sponsor it!,1
"The people behind XCP-NG are: Vates (the team behind Xen Orchestra), Zentific, and maybe even your company if you decide to sponsor it!",People behind XCP-NG. Companies:  Vates (Xen Orchestra editor) ; Zentific ; Your company if you sponsor it!,1
"The driving forces behind XCP-NG are: Vates (the creators of Xen Orchestra), Zentific, and your company—if you join as a sponsor!",People behind XCP-NG. Companies:  Vates (Xen Orchestra editor) ; Zentific ; Your company if you sponsor it!,0
"Key contributors to XCP-NG include: Vates (publisher of Xen Orchestra), Zentific, and potentially your company, if you sponsor it!",People behind XCP-NG. Companies:  Vates (Xen Orchestra editor) ; Zentific ; Your company if you sponsor it!,0
"OtoPod is a solution for the common challenge of keeping our mobile phones powered up when we are out and about. We know how important it is to stay connected and productive, so we designed a device that lets you charge on the go.",Nowadays being constantly on our mobile phones we are adamantly looking for ways to charge on the go — OtoPod solves that problem.,1
We all know how annoying it is to run out of battery on our phones when we're out and about — OtoPod is the perfect solution for that.,Nowadays being constantly on our mobile phones we are adamantly looking for ways to charge on the go — OtoPod solves that problem.,1
"We all know how frustrating it is to run out of battery on our phones when we need them the most. That's why we created OtoPod, the ultimate solution for charging on the move.",Nowadays being constantly on our mobile phones we are adamantly looking for ways to charge on the go — OtoPod solves that problem.,1
"OtoPod is a solution for the common problem of running out of battery on our mobile phones, which we use all the time. It allows us to charge our devices on the move.",Nowadays being constantly on our mobile phones we are adamantly looking for ways to charge on the go — OtoPod solves that problem.,1
"The next time you’re in your family vehicle or using a rideshare service (such as Uber, Lyft, or others), you’ll be able to conveniently charge your devices on the go with an easy-to-use plug-and-play device.","Your next time abord your family vehicle or simply ordering a rideshare service (ex. Uber, Lyft, or other) you will be able to charge on the go, all you like, with a simple to use plug & play device.",1
"Next time you're in your family car or grabbing a ride with Uber, Lyft, or another rideshare, you’ll be able to charge up on the go with a super easy plug-and-play device.","Your next time abord your family vehicle or simply ordering a rideshare service (ex. Uber, Lyft, or other) you will be able to charge on the go, all you like, with a simple to use plug & play device.",1
"Next time you’re in your family car or catching a ride with Uber, Lyft, or any other service, you can charge on the go as much as you want—all thanks to a simple plug-and-play device!","Your next time abord your family vehicle or simply ordering a rideshare service (ex. Uber, Lyft, or other) you will be able to charge on the go, all you like, with a simple to use plug & play device.",1
"Whether you’re in your family vehicle or using a rideshare service like Uber or Lyft, you’ll be able to easily charge your devices on the go with a user-friendly plug-and-play device.","Your next time abord your family vehicle or simply ordering a rideshare service (ex. Uber, Lyft, or other) you will be able to charge on the go, all you like, with a simple to use plug & play device.",1
"Private clients are more likely to place repeat orders, leave positive reviews, and provide tips when your vehicle offers such amenities.","Private clients. Clients are more likely ro reorder, leave a good review & tip when having such amenities in your vehicle.",1
"Clients are more likely to come back, leave a good review, and tip when you’ve got these kinds of amenities in your vehicle","Private clients. Clients are more likely ro reorder, leave a good review & tip when having such amenities in your vehicle.",1
"Private clients love great amenities! They’re much more likely to reorder, leave glowing reviews, and tip generously when your vehicle offers these extras!","Private clients. Clients are more likely ro reorder, leave a good review & tip when having such amenities in your vehicle.",1
"Private clients tend to reorder, leave favorable reviews, and tip more frequently when your vehicle is equipped with such amenities.","Private clients. Clients are more likely ro reorder, leave a good review & tip when having such amenities in your vehicle.",1
"Meet BLINXI, the product of Overade, a group of passionate cyclists who are dedicated to making city travel secure and convenient. This is our story.","Introducing BLINXI   We are Overade, a team of bike enthusiasts who makes urban commuting safe and easy.",1
"Hey, we're Overade, a bunch of bike lovers who want to make riding in the city fun and secure. Meet BLINXI, our awesome project that we want to share with you.","Introducing BLINXI   We are Overade, a team of bike enthusiasts who makes urban commuting safe and easy.",1
"Meet BLINXI, the story of Overade. We are a group of passionate cyclists who want to make city riding fun and safe.","Introducing BLINXI   We are Overade, a team of bike enthusiasts who makes urban commuting safe and easy.",1
"Meet BLINXI, the product of Overade, a group of passionate cyclists who want to make city riding secure and simple.","Introducing BLINXI   We are Overade, a team of bike enthusiasts who makes urban commuting safe and easy.",1
"We are Overade, a company with a proven track record of producing high-quality products for over six years.",At Overade we have more than 6 years of successful experience in manufacturing quality products.,1
We've been making awesome stuff for over six years at Overade.,At Overade we have more than 6 years of successful experience in manufacturing quality products.,0
"We are Overade, a team of experts who have been making top-notch products for over six years.",At Overade we have more than 6 years of successful experience in manufacturing quality products.,1
"We are Overade, a company that has been producing high-quality products for over six years.",At Overade we have more than 6 years of successful experience in manufacturing quality products.,1
"Our project has a global reach, spanning continents such as Europe, Asia and North America.
","We are present in several countries, in  Europe, Asia, USA.",1
"Our project has a global reach, with locations in Europe, Asia, and the USA.","We are present in several countries, in  Europe, Asia, USA.",1
"Our project has a global reach, spanning continents like Europe, Asia, and the USA.","We are present in several countries, in  Europe, Asia, USA.",1
"Our project has a global reach, spanning continents such as Europe, Asia and North America.","We are present in several countries, in  Europe, Asia, USA.",1
Our products have been adopted by numerous travelers.,Several thousands of commuters are already using our products.,1
Thousands of travelers love our products.,Several thousands of commuters are already using our products.,1
Our products have won the hearts of many thousands of travelers.,Several thousands of commuters are already using our products.,1
Our products have reached thousands of people who travel every day.,Several thousands of commuters are already using our products.,1
Examples of retail chains and partners we currently collaborate with include...,Examples of retail chains and partners we already work with,1
Here are some examples of the retail chains and partners we’re already working with...,Examples of retail chains and partners we already work with,1
Check out some of the awesome retail chains and partners we’re already working with!,Examples of retail chains and partners we already work with,1
Below are examples of retail chains and partners we are already working with...,Examples of retail chains and partners we already work with,1
"By using this product, you will start your day with a positive mood, a boost of vitality and a sense of renewal.","This will help you wake up in a good spirit, feeling energized and refreshed.",1
"You'll start your day feeling great, with a boost of energy and a fresh mood.","This will help you wake up in a good spirit, feeling energized and refreshed.",1
"You'll start your day with a smile, feeling lively and rejuvenated.","This will help you wake up in a good spirit, feeling energized and refreshed.",1
"You will start your day with a positive mood, feeling lively and rejuvenated.","This will help you wake up in a good spirit, feeling energized and refreshed.",1
"It’s like having your own personal sun, ready to rise whenever you desire.",It's like have your personal sun wich will rise when you wish.,1
It’s like having your own sun that rises whenever you want it to.,It's like have your personal sun wich will rise when you wish.,1
It’s like having your very own sun that rises exactly when you want it to!,It's like have your personal sun wich will rise when you wish.,1
"It’s akin to having your personal sun, which will rise at your command.",It's like have your personal sun wich will rise when you wish.,1
"If you're unable to get a full night's sleep for any reason, NAP will certainly provide the support you need.","If for some reason you can't get the good night's sleep, NAP will definitely help you out!",1
"If you can’t get a good night’s sleep for some reason, NAP will totally help you out!","If for some reason you can't get the good night's sleep, NAP will definitely help you out!",1
Can’t get a good night’s sleep? No worries—NAP is here to save the day and help you feel refreshed!,"If for some reason you can't get the good night's sleep, NAP will definitely help you out!",1
"If you're unable to get a proper night's sleep, NAP will be a helpful solution to restore your energy.","If for some reason you can't get the good night's sleep, NAP will definitely help you out!",1
"Notable historical figures who regularly practiced napping include Leonardo da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, and Winston Churchill.","Here is a short list of famous historical figures who have regularly practiced napping: Leonardo Da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, Winston Churchill…",1
"Here’s a quick list of famous people who were all about napping: Leonardo da Vinci, Napoleon, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, and Winston Churchill.","Here is a short list of famous historical figures who have regularly practiced napping: Leonardo Da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, Winston Churchill…",1
"Did you know that some of the greatest minds in history were big fans of napping? Just look at this list: Leonardo da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, and Winston Churchill!","Here is a short list of famous historical figures who have regularly practiced napping: Leonardo Da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, Winston Churchill…",1
"Many famous historical figures regularly incorporated napping into their routines, including Leonardo da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, and Winston Churchill.","Here is a short list of famous historical figures who have regularly practiced napping: Leonardo Da Vinci, Napoleon Bonaparte, Nikola Tesla, Thomas Jefferson, Albert Einstein, Thomas Edison, Winston Churchill…",1
"Several producers can make LUNA masks to our specifications, and we have already reached agreements with them.",We have already found and negotiated with few manufacturers who are able to manufacture LUNA masks according to our requests.,1
We've secured deals with some makers who can produce LUNA masks the way we want them to.,We have already found and negotiated with few manufacturers who are able to manufacture LUNA masks according to our requests.,1
We are thrilled to announce that we have secured deals with several producers who can make LUNA masks to our specifications.,We have already found and negotiated with few manufacturers who are able to manufacture LUNA masks according to our requests.,1
"Several producers can make LUNA masks to our specifications, and we have already reached agreements with them.",We have already found and negotiated with few manufacturers who are able to manufacture LUNA masks according to our requests.,1
We have already ordered and tested a small batch of 20 PCB/PCBA pre-production samples.,We've already ordered and tested small batch (20pcs) of PCB/PCBA pre-production samples.,1
We’ve already ordered and tested a small batch of 20 PCB/PCBA pre-production samples.,We've already ordered and tested small batch (20pcs) of PCB/PCBA pre-production samples.,1
We’ve taken the next step and ordered a small batch of 20 PCB/PCBA pre-production samples—and they’ve already been tested!,We've already ordered and tested small batch (20pcs) of PCB/PCBA pre-production samples.,1
A small batch of 20 PCB/PCBA pre-production samples has already been ordered and tested.,We've already ordered and tested small batch (20pcs) of PCB/PCBA pre-production samples.,1
"Early programmable prototype from 2014, built with a PIC16F676 microcontroller and without a display.","Early, programable prototype (PIC16F676) without display. (2014)",1
"An early, programmable prototype from 2014, using a PIC16F676 chip, without a display.","Early, programable prototype (PIC16F676) without display. (2014)",1
"Here’s an early programmable prototype from 2014, featuring a PIC16F676 microcontroller, but without a display!","Early, programable prototype (PIC16F676) without display. (2014)",1
"This early, programmable prototype, developed in 2014, uses a PIC16F676 microcontroller and does not include a display.","Early, programable prototype (PIC16F676) without display. (2014)",1
"Breadboard prototype featuring an OLED display, powered by an ATmega328 microcontroller.",Breadboard prototype with OLED display. (ATmega328) ,1
"A breadboard prototype with an OLED display, using an ATmega328 chip.",Breadboard prototype with OLED display. (ATmega328) ,1
Check out the breadboard prototype! It’s got an OLED display and is powered by the ATmega328 microcontroller!,Breadboard prototype with OLED display. (ATmega328) ,1
This breadboard prototype includes an OLED display and is built around the ATmega328 microcontroller.,Breadboard prototype with OLED display. (ATmega328) ,1
"Inside the handmade prototype, you will find a Rigid-Flex PCB along with an OLED display.",Inside of handmade prototype with Rigid-Flex PCB & OLED display.,1
"Inside this handmade prototype, there’s a Rigid-Flex PCB and an OLED display.",Inside of handmade prototype with Rigid-Flex PCB & OLED display.,1
Take a look inside the handmade prototype! It features a Rigid-Flex PCB and a stunning OLED display!,Inside of handmade prototype with Rigid-Flex PCB & OLED display.,1
The handmade prototype includes a Rigid-Flex PCB and an OLED display inside.,Inside of handmade prototype with Rigid-Flex PCB & OLED display.,1
The handmade prototype is designed with eye cavities for enhanced comfort and functionality.,Handmade prototype with eye cavities.,1
This handmade prototype comes with eye cavities for a better fit.,Handmade prototype with eye cavities.,1
Check out the handmade prototype—it even has eye cavities for extra comfort and a perfect fit!,Handmade prototype with eye cavities.,1
"The handmade prototype features eye cavities, providing added comfort and practicality.",Handmade prototype with eye cavities.,1
"We created a preliminary version of our product in 2015, featuring a 3D printed cover and an OLED screen.",Prototype with OLED display and 3D printed faceplate. (2015) ,1
We made a demo version with a 3D printed cover and a screen that uses OLED technology in 2015.,Prototype with OLED display and 3D printed faceplate. (2015) ,1
"We created a first version of our product in 2015, featuring a bright OLED screen and a custom-made faceplate using 3D printing technology.",Prototype with OLED display and 3D printed faceplate. (2015) ,1
We created a 3D printed faceplate and an OLED display as a prototype in 2015.,Prototype with OLED display and 3D printed faceplate. (2015) ,1
"The prototype includes a USB charger connection, allowing the mask to be configured while it is charging.",Prototype with the USB charger plugged. Mask can be configured while charged.,1
"The prototype has a USB charger plugged in, and you can configure the mask while it’s charging.",Prototype with the USB charger plugged. Mask can be configured while charged.,1
"With the USB charger plugged into the prototype, you can even configure the mask while it’s charging!",Prototype with the USB charger plugged. Mask can be configured while charged.,1
"The prototype, with the USB charger plugged in, allows the mask to be configured during charging.",Prototype with the USB charger plugged. Mask can be configured while charged.,1
"Inspired by the binary system of digits and lights, we decided to design a clock that resembles a Parisian building during a sunset stroll along the Seine. The clock shows the time with lights that also represent the lives of the imaginary inhabitants of the building as they switch on and off.","One day, while walking along the Seine in Paris at sunset, we got the idea to create a clock with the binary system where light indicate digits, whose shape would be a Parisian building where we could imagine people living as lights turn on and off.",1
"We were strolling by the Seine in Paris when the sun was going down and we came up with this cool idea: a clock that uses the binary system with lights for digits. And the clock would look like a Parisian building with people living inside, and you could see the lights switch on and off.","One day, while walking along the Seine in Paris at sunset, we got the idea to create a clock with the binary system where light indicate digits, whose shape would be a Parisian building where we could imagine people living as lights turn on and off.",1
"As we strolled by the Seine in Paris, watching the sun go down, we had a flash of inspiration: what if we made a clock that used the binary system, where digits are represented by lights, and shaped it like a Parisian building with people living inside, turning the lights on and off?","One day, while walking along the Seine in Paris at sunset, we got the idea to create a clock with the binary system where light indicate digits, whose shape would be a Parisian building where we could imagine people living as lights turn on and off.",1
"Inspired by the sight of Parisian architecture and the binary code, we decided to design a clock that uses light to show the time. The clock is shaped like a building in Paris, and the light patterns simulate the lives of the people inside.","One day, while walking along the Seine in Paris at sunset, we got the idea to create a clock with the binary system where light indicate digits, whose shape would be a Parisian building where we could imagine people living as lights turn on and off.",1
"After two years of dedicated work in our family workshop, 50 hours of laser cutting, and the development of eight prototypes, the City Clock is now complete and ready to display time in homes around the world.","After 2 years of hard work in our family workshop, 50 hours of laser cutting, 8 prototypes, the City Clock is born and ready to give the time in every single home on Earth.",1
"After two years of hard work in our family workshop, 50 hours of laser cutting, and eight prototypes, the City Clock is finally here and ready to tell the time in homes everywhere.","After 2 years of hard work in our family workshop, 50 hours of laser cutting, 8 prototypes, the City Clock is born and ready to give the time in every single home on Earth.",1
"After two years of hard work in our family workshop, 50 hours of laser cutting, and eight prototypes, the City Clock is finally born and ready to bring time to homes all over the world!","After 2 years of hard work in our family workshop, 50 hours of laser cutting, 8 prototypes, the City Clock is born and ready to give the time in every single home on Earth.",1
"Following two years of effort in our family workshop, along with 50 hours of laser cutting and the creation of eight prototypes, the City Clock is now finished and ready to provide time in homes across the globe.","After 2 years of hard work in our family workshop, 50 hours of laser cutting, 8 prototypes, the City Clock is born and ready to give the time in every single home on Earth.",1
"This project is a collective effort of our family members.
",Everyone in the family contributes to it.,1
It's a group effort from all of us.,Everyone in the family contributes to it.,1
This project is a result of our joint participation.,Everyone in the family contributes to it.,1
It is a collective effort of the relatives.,Everyone in the family contributes to it.,1
"Our Youtube channel has grown to more than 130 000 loyal fans, and we are constantly looking for innovative and exciting ways to delight our audience.","Now we have around 130 000 subscribers on Youtube supporting us, and we always want to find new ideas and projects to satisfy our community.",1
"We're so grateful for the 130K Youtube fans who back us up, and we're always on the lookout for fresh and exciting stuff to make our community happy.","Now we have around 130 000 subscribers on Youtube supporting us, and we always want to find new ideas and projects to satisfy our community.",1
"We are grateful for the support of our 130 000 Youtube subscribers, and we always strive to come up with new and exciting ideas and projects for our community.","Now we have around 130 000 subscribers on Youtube supporting us, and we always want to find new ideas and projects to satisfy our community.",1
"Our Youtube channel has grown to more than 130 000 loyal fans, and we are constantly looking for fresh and exciting ways to delight our audience.","Now we have around 130 000 subscribers on Youtube supporting us, and we always want to find new ideas and projects to satisfy our community.",1
It became a reality when I attended the Clermont-Ferrand Startup Weekend.,It became concret when I went to the Clermont-Ferrand Startup weekend.,1
It all became real when I went to the Clermont-Ferrand Startup Weekend.,It became concret when I went to the Clermont-Ferrand Startup weekend.,1
It finally became real when I took part in the Clermont-Ferrand Startup Weekend!,It became concret when I went to the Clermont-Ferrand Startup weekend.,1
The concept became concrete when I participated in the Clermont-Ferrand Startup Weekend.,It became concret when I went to the Clermont-Ferrand Startup weekend.,1
"There, I met Adrien and three others, with whom we began the journey of founding Suly",There I met Adrien and 3 other person we started Suly with.,1
"That’s where I met Adrien and three other people, and together we started Suly.",There I met Adrien and 3 other person we started Suly with.,1
"That’s where I met Adrien and three amazing people, and together we launched Suly!",There I met Adrien and 3 other person we started Suly with.,1
"At that event, I met Adrien and three other individuals, and we went on to start Suly together.",There I met Adrien and 3 other person we started Suly with.,1
"By the end of the weekend, we didn't win, but we were convinced that this idea had real potential and could truly make an impact in the podcast industry.",And the end of the week-end we didn’t win but we were convince that this idea has a real potential and could really make a difference in the podcast world.,1
"We didn’t win by the end of the weekend, but we were sure that this idea had real potential and could make a difference in the podcast world.",And the end of the week-end we didn’t win but we were convince that this idea has a real potential and could really make a difference in the podcast world.,1
"Even though we didn’t win by the end of the weekend, we were totally convinced that this idea had huge potential and could really shake up the podcast world!",And the end of the week-end we didn’t win but we were convince that this idea has a real potential and could really make a difference in the podcast world.,1
"Although we didn’t win at the end of the weekend, we were confident that this idea had significant potential and could make a meaningful impact in the podcast space.",And the end of the week-end we didn’t win but we were convince that this idea has a real potential and could really make a difference in the podcast world.,1
"Since January 2018, we have been working on Suly, developing the interface and various interactions, among other features.","So since january 2018 we worked on Suly, building the interface, the different interaction etc…  ",1
"Since January 2018, we’ve been working on Suly, building the interface and different interactions, and so on.","So since january 2018 we worked on Suly, building the interface, the different interaction etc…  ",1
"Since January 2018, we’ve been hard at work on Suly, creating the interface, refining interactions, and much more!","So since january 2018 we worked on Suly, building the interface, the different interaction etc…  ",1
"Since January 2018, we have been focused on developing Suly, building the interface and various interactions to enhance its functionality.","So since january 2018 we worked on Suly, building the interface, the different interaction etc…  ",1
"Development began in March, and by July, we had the first version of the app in hand.",The developpement started in march and we had the first version of the app in our hand in July.,1
"We started development in March, and by July, we had the first version of the app ready.",The developpement started in march and we had the first version of the app in our hand in July.,1
"Development kicked off in March, and by July, we were holding the first version of the app in our hands!",The developpement started in march and we had the first version of the app in our hand in July.,1
"Development started in March, and by July, we had completed the first version of the app.",The developpement started in march and we had the first version of the app in our hand in July.,1
"In September, we launched a private beta with 90 beta testers.",In september we launched a private beta with 90 Beta-tester.,1
"In September, we kicked off a private beta with 90 testers.",In september we launched a private beta with 90 Beta-tester.,1
"In September, we launched an exciting private beta with 90 eager beta testers!",In september we launched a private beta with 90 Beta-tester.,1
"In September, we initiated a private beta with 90 beta testers.",In september we launched a private beta with 90 Beta-tester.,1
"Over the course of this month, we made significant progress.",During this month we progressed a lot.,1
We made a lot of progress this month.,During this month we progressed a lot.,1
This month has been amazing—we made so much progress!,During this month we progressed a lot.,1
"Throughout this month, we achieved substantial progress.",During this month we progressed a lot.,1
Our initial goal was to release the app on the AppStore by October 15th.,Even though we planned to launch the app on the AppStore on 15th October.,1
We had set our sights on releasing the app on the AppStore by October 15th.,Even though we planned to launch the app on the AppStore on 15th October.,1
"We were so excited to share our app with you on the AppStore by October 15th, that's what we had in mind.",Even though we planned to launch the app on the AppStore on 15th October.,1
Our original goal was to have the app ready for the AppStore by October 15th.,Even though we planned to launch the app on the AppStore on 15th October.,1
"On October 7th, our developer who had initiated the project with us departed from our team.",And then the 7th October our developper who started the project with us leaved us.,1
